Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,B365H,B365D,B365A,GBH,GBD,GBA,IWH,IWD,IWA,SBH,SBD,SBA,WHH,WHD,WHA,GB>2.5,GB<2.5
E3,24/08/02,Torquay,Hartlepool,1,1,D,0,0,D,S Tomlin,12,12,4,7,11,12,11,9,1,1,1,0,2.625,3.2,2.375,2.7,3.2,2.35,2.6,3,2.2,2.75,3.25,2.2,2.8,3.25,2.2,2.75,3.25,2.25,2.62,3.25,2.3
E3,26/08/02,Bury,Shrewsbury,4,3,H,1,0,H,J P Robinson,11,9,7,4,12,13,7,5,3,1,0,0,2.2,3.25,2.8,2.32,3.25,2.8,2.2,3,2.6,2.25,3.2,2.75,,,,2.3,3.2,2.7,,,
E3,26/08/02,Exeter,Torquay,1,2,A,1,2,A,L Cable,7,9,2,5,18,10,6,4,5,2,0,0,,,,1.97,3.25,3.6,1.9,3.1,3,1.909,3.25,3.4,,,,2,3.2,3.3,,,
E3,26/08/02,Hartlepool,Hull,2,0,H,1,0,H,A Kaye,12,2,4,0,12,14,10,2,1,2,0,0,2.1,3.2,3,2.25,3.2,2.92,2.2,3,2.6,2.2,3.25,2.75,,,,2.1,3.25,3,,,
E3,26/08/02,Leyton Orient,Kidderminster,0,0,D,0,0,D,M Thorpe,4,5,0,2,13,20,5,2,2,3,0,0,,,,1.76,3.35,4.35,1.7,3.2,3.7,1.727,3.5,3.75,,,,1.833,3.25,3.75,,,
E3,26/08/02,Lincoln,Macclesfield,3,0,H,1,0,H,E Ilderton,9,6,7,5,13,16,3,9,1,1,0,0,,,,2.21,3.25,2.95,2.2,3,2.6,2.2,3.25,2.75,,,,2.25,3.25,2.75,,,
E3,26/08/02,Rushden & D,Scunthorpe,2,0,H,1,0,H,P Crossley,9,14,7,7,14,13,1,6,2,1,1,0,,,,1.65,3.4,4.85,1.65,3.2,3.9,1.615,3.25,5,,,,1.615,3.4,5,,,
E3,26/08/02,Southend,Cambridge,2,1,H,2,1,H,A D'Urso,,12,,6,12,17,5,10,0,2,0,0,,,,2.26,3.2,2.92,2.2,3,2.6,2.25,3.2,2.75,,,,2.25,3.25,2.75,,,
E3,26/08/02,Wrexham,Rochdale,2,5,A,2,4,A,P Rejer,18,9,8,6,17,15,9,5,3,1,0,0,,,,2.02,3.25,3.45,2,3,2.9,2.2,3.2,2.8,,,,1.909,3.25,3.5,,,
E3,26/08/02,York,Boston,2,0,H,1,0,H,L Mason,20,9,8,5,16,21,5,4,2,5,0,0,,,,,,,1.85,3.1,3.2,1.909,3.4,3.25,,,,1.909,3.25,3.5,,,
E3,27/08/02,Bournemouth,Oxford,1,1,D,1,0,H,C Penton,22,1,4,1,19,12,6,1,3,4,0,1,2.1,3.25,3,2.1,3.3,3.12,2.1,3,2.8,2.25,3.2,2.75,2.1,3.25,3,2,3.25,3.25,2.1,3.2,3
E3,27/08/02,Bristol Rvs,Swansea,3,1,H,1,0,H,T Bates,9,10,5,5,10,7,6,6,2,1,0,0,2,3.25,3.25,2.1,3.3,3.12,2.1,3,2.8,2.2,3.25,2.75,2.1,3.25,3,2,3.25,3.25,2.1,3.2,3
E3,27/08/02,Darlington,Carlisle,2,0,H,0,0,D,H Webb,14,6,5,2,9,11,5,6,4,1,0,0,2.1,3.25,3,2.15,3.35,3,2.1,3,2.8,2.25,3.2,2.75,2.1,3.25,3,2.2,3.25,2.8,2,3.2,3.2
E3,31/08/02,Boston,Bury,1,1,D,0,0,D,G Frankland,7,6,3,5,14,14,4,7,1,2,0,0,2,3.25,3.25,,,,2,3,2.9,2.2,3.25,2.75,2,3.25,3.25,2,3.25,3.25,1.9,3.4,3.25
E3,31/08/02,Cambridge,Rushden & D,4,1,H,1,0,H,S Tomlin,12,13,7,3,14,13,6,5,1,4,0,0,2.75,3.25,2.25,2.75,3.3,2.3,2.4,3,2.3,2.4,3.25,2.5,2.75,3.25,2.25,2.75,3.25,2.25,2.5,3.25,2.4
E3,31/08/02,Carlisle,Exeter,0,2,A,0,2,A,T Bates,5,15,2,7,17,9,3,7,2,4,0,0,1.833,3.25,3.75,1.84,3.35,4,1.85,3.1,3.2,1.727,3.4,4,1.83,3.25,3.75,2,3.25,3.25,2,3.2,3.2
E3,31/08/02,Hull,Leyton Orient,1,1,D,1,1,D,N Barry,11,6,6,4,12,15,4,6,1,3,0,0,1.833,3.25,3.75,1.85,3.3,3.85,1.8,3.1,3.4,1.8,3.25,3.75,1.8,3.2,4,1.8,3.25,3.8,1.9,3.25,3.4
E3,31/08/02,Kidderminster,Darlington,1,1,D,0,0,D,P Walton,8,10,7,4,18,13,8,5,2,1,0,0,2.2,3.25,2.8,2.2,3.3,2.9,2.1,3,2.8,2,3.2,3.2,2.25,3.25,2.75,2.25,3.25,2.75,2.25,3.3,2.62
E3,31/08/02,Macclesfield,Bournemouth,0,1,A,0,1,A,M Ryan,8,8,3,5,9,17,5,8,2,1,0,0,2.375,3.2,2.625,2.4,3.3,2.6,2.3,3,2.4,2.2,3.25,2.75,2.38,3.2,2.63,2.4,3.2,2.6,2.37,3.1,2.62
E3,31/08/02,Oxford,Hartlepool,0,1,A,0,1,A,P Armstrong,13,7,9,4,7,20,8,1,1,2,0,0,2.5,3.2,2.5,2.45,3.3,2.55,2.3,3,2.4,2.375,3.2,2.6,2.5,3.2,2.5,2.5,3.2,2.5,2.4,3.25,2.5
E3,31/08/02,Rochdale,Southend,1,2,A,0,1,A,C Boyeson,19,7,13,6,16,17,5,6,3,3,0,0,1.667,3.4,4.5,1.7,3.5,4.4,1.7,3.2,3.7,1.727,3.4,4,1.67,3.4,4.5,1.667,3.4,4.5,1.66,3.4,4.33
E3,31/08/02,Scunthorpe,Bristol Rvs,2,2,D,2,0,H,M Clattenburg,11,6,4,1,7,5,2,8,1,1,0,0,1.909,3.25,3.5,1.93,3.3,3.6,1.9,3.1,3,1.909,3.25,3.4,2,3.25,3.25,2,3.25,3.25,1.9,3.4,3.25
E3,31/08/02,Shrewsbury,Lincoln,1,2,A,1,0,H,P Rejer,10,6,4,2,11,20,7,5,1,5,0,0,1.8,3.25,4,1.8,3.35,4,1.7,3.2,3.7,1.727,3.2,4.333,1.8,3.2,3.25,1.8,3.25,4,1.72,3.25,4.2
E3,31/08/02,Swansea,York,1,2,A,0,1,A,P Prosser,12,7,4,6,20,14,3,7,5,2,0,0,2.25,3.25,2.75,2.25,3.4,2.75,2.2,3,2.6,2.1,3.2,3,2.25,3.25,2.75,2.3,3.2,2.7,2.2,3.2,2.8
E3,31/08/02,Torquay,Wrexham,2,1,H,2,1,H,M Cooper,11,12,6,7,11,15,4,5,2,3,0,0,2.5,3.2,2.5,2.45,3.3,2.55,2.35,3,2.35,2.5,3.25,2.4,2.63,3.2,2.38,2.6,3.2,2.4,2.5,3.1,2.5
E3,06/09/02,Bury,York,2,1,H,2,0,H,A Penn,11,9,8,5,17,18,2,5,1,2,0,0,2.25,3.25,2.75,2.32,3.35,2.72,2.2,3,2.6,2.2,3.2,2.8,2.38,3.2,2.63,2.375,3.2,2.625,2.3,3.2,2.62
E3,06/09/02,Carlisle,Rochdale,0,2,A,0,2,A,R Pearson,15,15,6,7,12,13,11,5,2,0,0,0,2.375,3.2,2.625,2.53,3.4,2.48,2.3,3,2.4,2.25,3.2,2.75,2.4,3.2,2.6,2.6,3.2,2.4,2.5,3.1,2.5
E3,07/09/02,Cambridge,Hull,1,2,A,0,0,D,C Foy,11,11,7,9,17,20,9,10,2,2,0,0,2,3.25,3.25,2.22,3.35,3,2.1,3,2.8,2.2,3.2,2.8,2.1,3.25,3,1.95,3.25,3.4,2.1,3.2,3
E3,07/09/02,Exeter,Bournemouth,1,3,A,1,2,A,M Cooper,7,9,4,8,22,15,5,1,5,2,1,0,2.3,3.2,2.7,2.25,3.35,2.8,2.2,3,2.6,2.2,3.25,2.75,2.25,3.25,2.75,2.25,3.25,2.75,2.1,3.2,3
E3,07/09/02,Kidderminster,Boston,0,0,D,0,0,D,P Danson,14,10,9,3,13,23,3,5,2,2,0,0,1.833,3.25,3.75,,,,1.9,3.1,3,2.1,3.25,3,1.83,3.4,3.75,1.833,3.25,3.8,2,3.2,3.2
E3,07/09/02,Lincoln,Scunthorpe,1,0,H,1,0,H,A Kaye,7,10,5,4,16,11,6,7,2,2,0,0,2.375,3,2.75,2.25,3.35,2.8,2.2,3,2.6,2.1,3.2,3,2.2,3.2,2.88,2.2,3.2,2.875,2.25,3.2,2.75
E3,07/09/02,Oxford,Torquay,2,2,D,0,0,D,E Evans,14,7,6,6,9,15,7,6,0,3,0,0,1.833,3.25,3.75,1.86,3.4,3.8,1.8,3.1,3.4,1.8,3.25,3.75,1.83,3.4,3.6,1.833,3.4,3.6,1.83,3.4,3.5
E3,07/09/02,Rushden & D,Southend,3,0,H,2,0,H,T Parkes,13,10,8,3,12,17,8,1,0,3,0,0,1.615,3.4,5,1.71,3.45,4.5,1.65,3.2,3.9,1.727,3.2,4.333,1.62,3.4,5,1.615,3.4,5,1.66,3.3,4.5
E3,07/09/02,Shrewsbury,Leyton Orient,2,1,H,0,1,A,F Stretton,10,7,4,5,14,20,5,2,1,1,0,1,2.1,3.25,3,2,3.35,3.35,2,3,2.9,2.2,3.2,2.8,2.2,3.2,2.88,2.2,3.2,2.875,2,3.2,3.2
E3,07/09/02,Swansea,Hartlepool,2,2,D,2,2,D,P Crossley,6,8,5,4,9,8,7,9,4,1,0,0,2.8,3.25,2.2,2.8,3.35,2.25,2.6,3,2.2,2.75,3.2,2.25,2.8,3.25,2.2,2.8,3.25,2.2,2.62,3.25,2.3
E3,08/09/02,Macclesfield,Bristol Rvs,2,1,H,2,0,H,P Walton,7,10,4,5,15,9,4,7,2,0,0,0,2.4,3.2,2.6,2.5,3.4,2.48,2.35,3,2.35,2.4,3.25,2.5,2.75,3.25,2.25,2.6,3.2,2.4,2.5,3.1,2.5
E3,14/09/02,Boston,Oxford,1,3,A,0,3,A,M Thorpe,7,7,4,4,23,12,5,5,1,1,0,0,2.25,3.25,2.75,,,,2.1,3,2.8,2.375,3.2,2.6,2.2,3.25,2.8,2.2,3.25,2.8,2,3.2,3.2
E3,14/09/02,Bournemouth,Bury,1,2,A,0,1,A,R Oliver,8,5,6,3,11,16,8,3,2,2,1,0,1.909,3.25,3.5,1.84,3.25,3.75,1.8,3.1,3.4,2.1,3.2,3,1.91,3.25,3.5,1.909,3.25,3.5,1.83,3.2,3.75
E3,14/09/02,Bristol Rvs,Exeter,1,1,D,1,1,D,P Taylor,13,12,9,6,17,23,11,2,3,3,0,0,1.833,3.25,3.75,1.9,3.25,3.55,1.85,3.1,3.2,1.909,3.2,3.5,1.83,3.25,3.75,1.833,3.25,3.75,1.9,3.2,3.5
E3,14/09/02,Hartlepool,Darlington,4,1,H,2,1,H,B Curson,15,8,11,6,10,16,4,2,0,3,0,0,1.727,3.25,4.333,1.8,3.2,4,1.8,3.1,3.4,1.727,3.2,4.333,1.73,3.25,4.33,1.727,3.25,4.333,1.9,3.2,3.5
E3,14/09/02,Hull,Carlisle,4,0,H,1,0,H,P Walton,12,5,10,1,5,14,5,2,0,3,0,0,1.615,3.4,5,1.6,3.5,4.85,1.55,3.4,4.3,1.571,3.5,5,1.62,3.4,5,1.615,3.4,5,1.57,3.5,5
E3,14/09/02,Leyton Orient,Lincoln,1,1,D,0,0,D,A D'Urso,7,5,4,5,13,14,3,6,1,1,0,0,2,3.25,3.25,1.95,3.3,3.3,1.8,3.1,3.4,1.8,3.25,3.75,2,3.25,3.25,2,3.25,3.25,1.83,3.3,3.6
E3,14/09/02,Rochdale,Shrewsbury,1,1,D,0,1,A,T Bates,10,6,5,5,13,17,9,1,0,2,0,0,1.727,3.25,4.333,1.75,3.4,4,1.7,3.2,3.7,1.727,3.2,4.333,1.67,3.4,4.5,1.8,3.4,3.75,1.8,3.3,3.75
E3,14/09/02,Scunthorpe,Kidderminster,1,1,D,0,1,A,L Mason,17,10,8,5,12,15,11,5,1,2,0,0,1.833,3.25,3.75,1.95,3.2,3.45,1.9,3.1,3,1.909,3.25,3.4,2,3.25,3.25,2,3.25,3.25,2,3.2,3.2
E3,14/09/02,Southend,Macclesfield,1,0,H,1,0,H,P Crossley,16,17,8,10,7,8,7,11,0,1,0,0,1.727,3.25,4.333,1.7,3.25,4.5,1.7,3.2,3.7,1.727,3.4,4,1.73,3.25,4.33,1.727,3.25,4.333,1.72,3.2,4.33
E3,14/09/02,Torquay,Cambridge,3,2,H,1,0,H,P Rejer,15,8,10,3,6,16,6,4,2,3,0,1,2.2,3.25,2.8,2.15,3.25,2.9,2.2,3,2.6,2.375,3.2,2.6,2.25,3.25,2.75,2.25,3.25,2.75,2.2,3.2,2.8
E3,14/09/02,Wrexham,Swansea,4,0,H,3,0,H,P Joslin,13,6,9,2,15,11,3,7,0,2,0,0,1.727,3.2,2.75,1.8,3.25,3.95,1.75,3.2,3.5,1.833,3.2,3.75,1.8,3.2,4,1.8,3.25,4,1.83,3.2,3.75
E3,14/09/02,York,Rushden & D,0,0,D,0,0,D,S Baines,11,14,5,6,7,10,5,9,0,0,0,0,2.4,3.2,2.6,2.37,3.15,2.65,2.3,3,2.4,2.4,3.25,2.5,2.38,3.2,2.63,2.375,3.2,2.625,2.37,3.1,2.62
E3,17/09/02,Bournemouth,Rushden & D,3,1,H,1,1,D,P Rejer,18,8,12,3,11,12,7,5,0,0,0,0,2.6,3.2,2.4,2.5,3.2,2.5,2.35,3,2.35,2.5,3.2,2.5,2.4,3.1,2.6,2.5,3.2,2.5,2.5,3.2,2.5
E3,17/09/02,Bristol Rvs,Bury,2,1,H,2,0,H,P Armstrong,10,9,4,6,19,9,4,8,3,1,0,0,2.25,3.25,2.75,2.35,3.2,2.65,2.35,3,2.35,2.375,3.2,2.6,2.37,3.1,2.62,2.375,3.2,2.625,2.38,3.2,2.63
E3,17/09/02,Hartlepool,Lincoln,2,1,H,0,1,A,M Ryan,11,6,7,1,6,16,6,3,0,2,0,0,1.615,3.4,5,1.77,3.5,4.85,1.6,3.2,4.2,1.615,3.25,5,1.57,3.5,5,1.615,3.4,5,1.57,3.4,5.5
E3,17/09/02,Hull,Macclesfield,1,3,A,1,0,H,B Curson,9,17,5,7,10,10,7,5,1,3,0,0,1.571,3.5,5,1.6,3.5,5.4,1.55,3.3,4.5,1.571,3.5,5,1.53,3.4,5.5,1.533,3.5,5.5,1.53,3.5,5.5
E3,17/09/02,Leyton Orient,Oxford,1,2,A,0,1,A,P Prosser,6,2,3,1,17,16,9,3,1,2,0,0,2.1,3.25,3,2.1,3.25,3,2.1,3,2.8,2.2,3.25,2.75,2.1,3.2,3,2.2,3.2,2.875,2.2,3.2,2.88
E3,17/09/02,Rochdale,Cambridge,4,3,H,1,2,A,G Laws,19,11,10,6,18,6,8,6,3,1,0,1,1.833,3.25,3.75,1.88,3.3,3.9,1.8,3,3.5,1.8,3.25,3.75,1.83,3.3,3.6,1.833,3.3,3.75,1.83,3.25,3.75
E3,17/09/02,Scunthorpe,Carlisle,3,1,H,1,1,D,R Oliver,19,4,9,3,14,15,5,1,0,2,0,0,1.833,3.25,3.75,1.97,3.3,3.7,1.75,3.2,3.7,1.909,3.25,3.4,1.72,3.25,4.2,1.75,3.25,4.2,1.73,3.25,4.33
E3,17/09/02,Southend,Kidderminster,0,2,A,0,1,A,J Ross,11,12,2,5,14,22,7,3,0,2,0,0,1.909,3.25,3.5,1.93,3.3,3.7,1.85,3,3.3,1.909,3.2,3.5,1.83,3.3,3.6,1.833,3.25,3.75,1.83,3.25,3.75
E3,17/09/02,Torquay,Shrewsbury,2,1,H,1,0,H,P Crossley,17,4,7,2,10,10,4,6,1,4,0,0,2.1,3.25,3,2,3.3,3.2,2.1,3,2.8,2.2,3.25,2.75,2.1,3.2,3,2.1,3.25,3,2.1,3.25,3
E3,17/09/02,Wrexham,Exeter,4,0,H,2,0,H,C Boyeson,18,3,11,1,7,24,4,2,0,4,0,1,1.727,3.25,4.333,1.7,3.4,4.3,1.65,3.1,4,1.727,3.4,4,1.66,3.3,4.5,1.727,3.25,4.333,1.73,3.25,4.33
E3,17/09/02,York,Darlington,1,0,H,0,0,D,A Hall,9,12,6,7,16,21,5,4,5,3,0,0,1.8,3.25,4,1.86,3.3,3.7,1.85,3,3.3,1.909,3.25,3.4,1.9,3.25,3.4,1.833,3.25,3.75,1.83,3.25,3.75
E3,18/09/02,Boston,Swansea,1,0,H,1,0,H,A Penn,3,3,2,2,16,20,5,1,1,3,0,1,1.909,3.25,3.5,,,,1.9,3,3.1,2.1,3.2,3,1.9,3.25,3.4,1.909,3.25,3.5,1.91,3.25,3.5
E3,21/09/02,Bury,Hartlepool,1,1,D,1,0,H,S Baines,12,17,8,11,12,8,4,4,0,0,0,0,2.5,3.2,2.5,2.35,3.3,2.7,2.3,3,2.4,2.375,3.2,2.6,2.4,3.2,2.6,2.4,3.2,2.6,2.3,3.25,2.62
E3,21/09/02,Cambridge,York,3,0,H,1,0,H,M Thorpe,13,15,7,5,13,14,5,2,2,1,0,0,2.2,3.25,2.8,2.2,3.35,2.9,2.2,3,2.6,2,3.2,3.2,2.2,3.25,2.8,2.2,3.25,2.8,2.25,3.2,2.75
E3,21/09/02,Carlisle,Boston,4,2,H,4,1,H,E Ilderton,10,8,7,4,10,15,5,3,0,0,0,0,2.2,3.25,2.8,,,,2.2,3,2.6,2.2,3.25,2.75,2.2,3.25,2.8,2.2,3.25,2.8,2.25,3.2,2.75
E3,21/09/02,Darlington,Bournemouth,2,2,D,1,1,D,P Joslin,16,8,10,5,11,13,5,4,1,0,0,0,2.25,3.25,2.75,2.2,3.35,2.9,2.2,3,2.6,2.2,3.25,2.75,2.3,3.2,2.7,2.3,3.2,2.7,2.25,3.2,2.75
E3,21/09/02,Exeter,Leyton Orient,1,0,H,0,0,D,P Armstrong,12,9,9,5,13,14,6,5,3,2,0,1,2.1,3.25,3,2.1,3.35,3.1,2.1,3,2.8,2.2,3.25,2.75,2.1,3.25,3,2.1,3.25,3,2.1,3.2,3
E3,21/09/02,Kidderminster,Rochdale,0,0,D,0,0,D,K Hill,14,10,11,8,14,10,6,4,1,1,0,0,2.375,3.2,2.625,2.48,3.35,2.52,2.35,3,2.35,2.4,3.25,2.5,2.5,3.2,2.5,2.5,3.2,2.5,2.5,3.1,2.5
E3,21/09/02,Lincoln,Southend,2,1,H,0,0,D,R Pearson,7,4,3,2,5,13,9,4,0,2,0,0,2,3.25,3.25,2,3.35,3.35,2,3,2.9,2.1,3.2,3,1.91,3.25,3.5,1.909,3.25,3.5,2.1,3.2,3
E3,21/09/02,Macclesfield,Scunthorpe,2,3,A,0,2,A,U Rennie,11,9,3,6,7,17,6,4,0,4,0,0,2.1,3.25,3,2.15,3.35,3,2.2,3,2.6,2.1,3.2,3,2.1,3.25,3,2.1,3.25,3,2.25,3.2,2.75
E3,21/09/02,Oxford,Hull,0,0,D,0,0,D,R Beeby,9,10,6,6,9,15,4,10,0,1,0,0,2.2,3.25,2.8,2.25,3.35,2.8,2.3,3,2.4,2.2,3.25,2.75,2.25,3.2,2.8,2.25,3.2,2.8,2.25,3.2,2.75
E3,21/09/02,Rushden & D,Wrexham,2,2,D,1,1,D,A Penn,17,11,10,5,12,14,5,6,1,1,0,0,1.8,3.25,4,1.8,3.4,4,1.9,3.1,3,1.727,3.4,4,1.91,3.25,3.5,1.909,3.25,3.5,2,3.2,3.2
E3,21/09/02,Shrewsbury,Bristol Rvs,2,5,A,0,1,A,E Evans,8,14,5,7,10,9,5,5,2,1,0,0,1.909,3.25,3.5,1.85,3.4,3.8,1.8,3.1,3.4,1.909,3.25,3.4,1.95,3.25,3.4,1.95,3.25,3.4,1.8,3.3,3.75
E3,21/09/02,Swansea,Torquay,0,1,A,0,1,A,R Olivier,8,5,2,3,8,10,10,4,1,3,0,0,2.375,3.2,2.625,2.35,3.3,2.7,2.3,3,2.4,2.25,3.2,2.75,2.4,3.2,2.6,2.4,3.2,2.6,2.37,3.1,2.62
E3,24/09/02,Darlington,Wrexham,0,1,A,0,1,A,G Salisbury,8,6,4,6,10,12,2,7,2,1,0,0,2.5,3.2,2.5,2.5,3.3,2.5,2.35,3,2.35,,,,,,,2.6,3.2,2.4,,,
E3,28/09/02,Boston,Cambridge,1,3,A,1,2,A,C Boyeson,7,5,3,4,22,7,4,9,5,2,1,0,2.375,3.2,2.625,,,,2.3,3,2.4,2.38,3.2,2.6,2.38,3.2,2.63,2.5,3.2,2.5,2.3,3.25,2.62
E3,28/09/02,Bournemouth,Carlisle,3,1,H,0,0,D,L Cable,8,5,6,4,14,20,1,0,0,6,0,0,1.667,3.4,4.5,1.71,3.4,4.45,1.65,3.2,3.9,1.62,3.5,4.5,1.62,3.4,5,1.62,3.4,5,1.66,3.4,4.33
E3,28/09/02,Bristol Rvs,Kidderminster,1,2,A,0,1,A,M Ryan,9,7,4,4,15,10,8,4,1,1,0,0,1.8,3.25,4,1.87,3.3,3.85,1.85,3.1,3.2,1.8,3.25,3.75,1.91,3.25,3.5,2,3.2,3.6,1.9,3.2,3.5
E3,28/09/02,Hartlepool,Rushden & D,1,2,A,1,0,H,P Dowd,18,15,7,6,6,19,9,6,1,2,0,0,1.8,3.25,4,1.95,3.3,3.5,1.9,3.1,3,1.8,3.25,3.75,1.91,3.25,3.5,1.85,3.25,3.6,1.9,3.25,3.4
E3,28/09/02,Hull,Swansea,1,1,D,1,0,H,L Mason,11,12,5,6,12,15,6,5,2,2,0,0,1.571,3.4,5.5,1.62,3.45,5.2,1.55,3.4,4.3,1.5,3.4,6,1.53,3.5,6,1.53,3.5,5.5,1.61,3.3,5
E3,28/09/02,Leyton Orient,Darlington,2,1,H,0,1,A,G Hegley,6,8,5,4,14,9,8,6,4,1,0,0,2,3.25,3.25,2,3.3,3.35,2,3,2.9,2,3.2,3.2,2,3.25,3.25,2,3.25,3.25,2,3.2,3.2
E3,28/09/02,Rochdale,Macclesfield,3,1,H,1,1,D,M Clattenburg,10,12,7,5,16,13,6,8,1,0,0,0,1.615,3.4,5,1.62,3.5,5.2,1.6,3.3,4,1.62,3.25,5,1.57,3.4,5.5,1.615,3.4,5,1.7,3.1,4.5
E3,28/09/02,Scunthorpe,Shrewsbury,1,1,D,0,1,A,M Jones,17,9,10,6,17,20,6,6,1,1,0,0,1.8,3.25,4,1.83,3.4,3.9,1.85,3.1,3.2,2.1,3.2,3,1.83,3.25,3.75,1.83,3.25,3.75,1.83,3.3,3.6
E3,28/09/02,Southend,Exeter,1,0,H,1,0,H,P Prosser,14,6,4,3,11,18,3,9,0,3,0,0,1.833,3.25,3.75,1.9,3.3,3.85,1.9,3.1,3,1.91,3.25,3.4,1.83,3.25,3.75,1.83,3.25,3.75,1.9,3.25,3.4
E3,28/09/02,Torquay,Lincoln,0,0,D,0,0,D,C Penton,7,4,6,2,11,16,5,2,2,2,1,0,1.8,3.25,4,1.81,3.4,3.9,1.8,3.1,3.4,1.8,3.25,3.75,1.83,3.25,3.75,1.83,3.25,3.75,1.8,3.3,3.75
E3,28/09/02,Wrexham,Bury,2,2,D,2,1,H,M Cowburn,10,8,7,5,11,12,6,4,0,4,1,0,1.727,3.25,4.333,1.81,3.4,3.9,1.75,3.2,3.5,1.8,3.25,3.75,1.83,3.25,3.75,1.83,3.25,3.75,1.72,3.25,4.2
E3,28/09/02,York,Oxford,0,1,A,0,0,D,C Webster,11,7,10,6,15,12,9,7,0,0,0,0,2,3.25,3.25,2.08,3.3,3.2,2,3,2.9,2.2,3.2,2.8,2,3.25,3.25,2,3.25,3.25,2.1,3.2,3
E3,05/10/02,Bury,Southend,1,3,A,1,0,H,P Joslin,11,6,6,3,12,17,3,6,0,3,0,0,1.833,3.25,3.75,1.8,3.4,3.9,1.8,3.1,3.4,1.8,3.2,4,1.83,3.25,3.75,1.833,3.25,3.75,1.8,3.3,3.75
E3,05/10/02,Cambridge,Wrexham,2,2,D,0,1,A,C Penton,11,12,2,3,10,7,7,6,1,0,0,0,2.25,3.25,2.75,2.25,3.25,2.8,2.2,3,2.6,2.25,3.2,2.75,2.38,3.2,2.63,2.3,3.2,2.7,2.3,3.25,2.62
E3,05/10/02,Carlisle,Torquay,1,2,A,1,1,D,G Salisbury,15,10,6,6,11,11,4,2,1,2,0,0,2.6,3.2,2.4,2.4,3.25,2.65,2.35,3,2.35,2.6,3.2,2.38,2.63,3.2,2.38,2.6,3.2,2.4,2.37,3.1,2.62
E3,05/10/02,Darlington,Bristol Rvs,1,0,H,1,0,H,A Kaye,11,4,5,1,22,15,4,4,0,2,0,1,2.25,3.25,2.75,2.25,3.25,2.85,2.2,3,2.6,2.25,3.2,2.75,2.25,3.25,2.75,2.2,3.2,2.8,2.25,3.2,2.75
E3,05/10/02,Exeter,York,0,1,A,0,1,A,P Crossley,10,6,5,3,11,17,7,3,1,2,0,0,2.25,3.25,2.75,2.25,3.25,2.85,2.2,3,2.6,2.2,3.25,2.75,2.25,3.25,2.75,2.25,3.25,2.75,2.25,3.2,2.75
E3,05/10/02,Kidderminster,Hull,1,0,H,0,0,D,E Ilderton,19,8,12,2,22,12,11,7,6,0,0,0,2.1,3.25,3,2.25,3.25,2.85,2.1,3,2.8,2.25,3.2,2.75,2.25,3.25,2.75,2.1,3.25,3,2.25,3,2.87
E3,05/10/02,Lincoln,Bournemouth,1,2,A,1,1,D,C Boyeson,6,5,2,5,8,8,2,8,1,2,0,0,2.25,3.25,2.75,2.25,3.25,2.85,2.2,3,2.6,2.2,3.25,2.75,2.25,3.25,2.75,2.2,3.25,2.8,2.25,3.2,2.75
E3,05/10/02,Macclesfield,Boston,2,0,H,1,0,H,P Prosser,18,8,13,4,8,21,10,7,0,3,0,0,1.909,3.25,3.5,1.85,3.35,3.75,1.85,3.1,3.2,1.91,3.25,3.4,1.91,3.25,3.5,1.909,3.25,3.5,1.83,3.3,3.6
E3,05/10/02,Oxford,Scunthorpe,0,1,A,0,0,D,K Hill,7,8,2,4,11,14,4,2,1,2,0,0,1.8,3.25,4,1.8,3.4,3.85,1.8,3.1,3.4,1.73,3.4,4,1.8,3.25,4,1.85,3.25,3.75,1.8,3.3,3.75
E3,05/10/02,Rushden & D,Leyton Orient,2,0,H,0,0,D,E Evans,10,17,6,7,12,13,7,6,1,2,0,0,1.533,3.5,5.5,1.58,3.55,5.55,1.5,3.5,4.5,1.62,3.25,5,1.57,3.4,5.5,1.533,3.4,6,1.53,3.4,5.5
E3,05/10/02,Shrewsbury,Hartlepool,0,1,A,0,0,D,A Penn,11,11,6,4,13,11,7,6,2,3,0,0,2.75,3.25,2.25,2.65,3.4,2.3,2.4,3,2.3,2.6,3.2,2.38,2.75,3.25,2.25,2.75,3.25,2.25,2.62,3.1,2.37
E3,05/10/02,Swansea,Rochdale,1,1,D,1,0,H,R Styles,8,4,1,3,9,11,5,5,3,2,0,1,2.8,3.25,2.2,2.8,3.3,2.25,2.6,3,2.2,2.8,3.2,2.2,2.8,3.25,2.2,2.75,3.25,2.25,2.75,3.2,2.25
E3,12/10/02,Boston,Torquay,2,1,H,0,1,A,M Clattenburg,9,14,2,2,12,14,3,6,3,1,0,0,2.8,3.25,2.2,1.8,3.25,3.85,2.6,3,2.2,2.75,3.2,2.25,2.8,3.2,2.25,2.9,3.2,2.2,2.75,3.2,2.25
E3,12/10/02,Bristol Rvs,Lincoln,2,0,H,1,0,H,S Bennett,10,14,8,7,16,16,5,1,2,2,0,0,2,3.25,3.25,2,3.25,3.25,2,3,2.9,1.91,3.2,3.5,2.2,3.25,2.8,2.2,3.25,2.8,2,3.2,3.2
